threshold,acc,precision,recall,tpr,f1,fpr,fnr,TN,FP,FN,TP
0.2190000,0.9790083333333334,0.9754346495508759,0.9827666666666667,0.9827666666666667,0.9790869316153457,0.0247500,0.017233333333333333,468120,11880,8272,471728
0.2210000,0.9790395833333333,0.9755777734573748,0.9826791666666667,0.9826791666666667,0.9791155938698113,0.0246000,0.017320833333333334,468192,11808,8314,471686
0.2230000,0.9790875,0.9757611367191056,0.9825833333333334,0.9825833333333334,0.9791603519363558,0.024408333333333334,0.017416666666666667,468284,11716,8360,471640
0.2250000,0.9791229166666666,0.9759321879565744,0.9824750,0.9824750,0.9791926645889092,0.024229166666666666,0.0175250,468370,11630,8412,471588
0.2270000,0.9791583333333334,0.9760599763207789,0.9824125,0.9824125,0.9792259356012311,0.024095833333333334,0.0175875,468434,11566,8442,471558
0.2290000,0.9792083333333333,0.9762239962899165,0.9823416666666667,0.9823416666666667,0.9792732770651958,0.0239250,0.017658333333333335,468516,11484,8476,471524
0.2310000,0.9792458333333334,0.9763598863551649,0.9822750,0.9822750,0.9793085113011835,0.023783333333333333,0.0177250,468584,11416,8508,471492
0.2330000,0.9793041666666666,0.9765323,0.9822125,0.9822125,0.9793641825025551,0.023604166666666666,0.0177875,468670,11330,8538,471462
0.23500000000000001,0.9793229166666667,0.9766398316145365,0.9821375,0.9821375,0.9793810,0.023491666666666668,0.0178625,468724,11276,8574,471426
0.23700000000000002,0.9793750,0.9767963265339953,0.9820791666666666,0.9820791666666666,0.9794306230235736,0.023329166666666668,0.017920833333333334,468802,11198,8602,471398
0.23900000000000002,0.9794020833333333,0.9769240653769787,0.9820000,0.9820000,0.9794555,0.023195833333333332,0.0180000,468866,11134,8640,471360
0.2410000,0.9794063,0.9770389442392129,0.9818875,0.9818875,0.9794572217684869,0.0230750,0.0181125,468924,11076,8694,471306
0.2430000,0.9794541666666666,0.9771796105231729,0.9818375,0.9818375,0.9795030178075587,0.022929166666666667,0.0181625,468994,11006,8718,471282
0.2450000,0.9794938,0.9773357944293506,0.9817541666666667,0.9817541666666667,0.9795399981292287,0.022766666666666668,0.018245833333333333,469072,10928,8758,471242
0.2470000,0.9795354166666667,0.9774763001223888,0.9816916666666666,0.9816916666666666,0.9795794484808799,0.022620833333333333,0.018308333333333333,469142,10858,8788,471212
0.2490000,0.9795604166666667,0.9776161210405973,0.9815958333333333,0.9815958333333333,0.9796019,0.0224750,0.018404166666666666,469212,10788,8834,471166
0.2510000,0.9795916666666666,0.9777404225293653,0.9815291666666667,0.9815291666666667,0.9796311313496767,0.022345833333333332,0.018470833333333332,469274,10726,8866,471134
0.2530000,0.9796520833333333,0.9779097,0.9814750,0.9814750,0.9796891083961529,0.022170833333333334,0.0185250,469358,10642,8892,471108
0.2550000,0.9796604166666667,0.9780053232349656,0.9813916666666667,0.9813916666666667,0.9796955687133317,0.022070833333333335,0.018608333333333334,469406,10594,8932,471068
0.2570000,0.9796813,0.9781054939761038,0.9813291666666667,0.9813291666666667,0.9797146785193567,0.021966666666666666,0.018670833333333334,469456,10544,8962,471038
0.2590000,0.9796875,0.9781732845987705,0.9812708333333333,0.9812708333333333,0.9797196106165239,0.021895833333333333,0.0187292,469490,10510,8990,471010
0.2610000,0.9797125,0.9783015105438955,0.9811875,0.9811875,0.9797423799895154,0.0217625,0.0188125,469554,10446,9030,470970
0.2630000,0.9797313,0.9784295,0.9810916666666667,0.9810916666666667,0.9797587864842204,0.021629166666666668,0.018908333333333333,469618,10382,9076,470924
0.2650000,0.9797625,0.9785859761419843,0.9809916666666667,0.9809916666666667,0.9797873447221124,0.021466666666666665,0.019008333333333332,469696,10304,9124,470876
0.2670000,0.9797688,0.9786658241634899,0.9809208333333334,0.9809208333333334,0.9797920312639812,0.021383333333333334,0.019079166666666668,469736,10264,9158,470842
0.2690000,0.9797979166666667,0.9788063884372779,0.9808333333333333,0.9808333333333333,0.9798188126044491,0.0212375,0.019166666666666665,469806,10194,9200,470800
0.2710000,0.9798291666666666,0.9789311707215638,0.9807666666666667,0.9807666666666667,0.9798480591112498,0.021108333333333333,0.019233333333333335,469868,10132,9232,470768
0.2730000,0.9798563,0.9790518421151151,0.9806958333333333,0.9806958333333333,0.9798731481693496,0.020983333333333333,0.019304166666666667,469928,10072,9266,470734
0.2750000,0.9798750,0.9791762013729977,0.9806041666666667,0.9806041666666667,0.9798896637868221,0.020854166666666667,0.019395833333333334,469990,10010,9310,470690
0.2770000,0.9798479166666667,0.9792508499827298,0.9804708333333333,0.9804708333333333,0.9798604619205953,0.0207750,0.019529166666666667,470028,9972,9374,470626
0.2790000,0.9798875,0.9793881373569199,0.9804083333333333,0.9804083333333333,0.9798979698073919,0.020633333333333333,0.019591666666666667,470096,9904,9404,470596
0.2810000,0.9799020833333333,0.9794845322198585,0.9803375,0.9803375,0.9799108304925563,0.020533333333333334,0.0196625,470144,9856,9438,470562
0.28300000000000003,0.9799020833333333,0.9796003347893617,0.9802166666666666,0.9802166666666666,0.9799084038146333,0.0204125,0.019783333333333333,470202,9798,9496,470504
0.28500000000000003,0.9798938,0.9796719017454427,0.9801250,0.9801250,0.9798984,0.0203375,0.0198750,470238,9762,9540,470460
0.28700000000000003,0.9799083333333334,0.9797843890328332,0.9800375,0.9800375,0.9799109281717778,0.020220833333333334,0.0199625,470294,9706,9582,470418
